UsuarioID,Nota,Produto,Categoria,Regiao,Idade,Preco,DataCompra,Quantidade,FormaPagamento,Desconto
USER0250,1,Roteador,Redes,Norte,22,839.93,01/10/2023,4,Transferência Bancária,0.0
USER0251,2,Câmera,Segurança,Nordeste,50,4333.62,29/09/2023,8,Boleto,0.0
USER0252,4,Atuador,Automação,Sul,39,3549.48,18/02/2023,6,Transferência Bancária,0.0
USER0253,5,Braço Robótico,Robótica,Nordeste,44,2134.81,03/12/2023,8,Transferência Bancária,0.0
USER0254,4,Televisão,Eletrônicos,Sul,26,3383.55,05/03/2023,7,Transferência Bancária,0.0
USER0255,5,Fechadura Digital,Segurança,Sul,60,2298.66,30/11/2023,3,Boleto,414.92
USER0256,5,Servo Motor,Automação,Sul,63,1481.13,25/01/2023,5,Dinheiro,57.65
USER0257,3,CLP,Automação,Sudeste,19,1285.31,15/11/2023,4,Pix,0.0
USER0258,2,Notebook,Informática,Norte,38,1726.06,01/11/2023,7,Transferência Bancária,249.47
USER0259,4,Sensor,Automação,Nordeste,62,4017.56,26/06/2023,9,Transferência Bancária,0.0
USER0260,1,Smartwatch,Eletrônicos,Sudeste,25,3658.73,17/12/2023,2,Cartão de Crédito,719.52
USER0261,5,Fechadura Digital,Segurança,Centro-Oeste,32,4388.57,09/07/2023,9,Cartão de Crédito,0.0
USER0262,4,Controle de Acesso,Segurança,Centro-Oeste,59,2132.24,25/04/2023,5,Transferência Bancária,0.0
USER0263,3,Access Point,Redes,Sudeste,49,3082.47,17/08/2023,8,Transferência Bancária,107.54
USER0264,2,Monitor,Informática,Sul,30,3405.96,10/01/2023,5,Dinheiro,816.53
USER0265,5,Tablet,Eletrônicos,Sul,46,4037.63,07/05/2023,8,Dinheiro,1025.05
USER0266,5,Sensor,Automação,Sul,20,4543.01,21/04/2023,8,Pix,0.0
USER0267,2,Câmera,Segurança,Norte,50,4826.93,11/02/2023,5,Cartão de Crédito,86.6
USER0268,4,Access Point,Redes,Norte,28,82.72,12/07/2023,1,Cartão de Crédito,20.94
USER0269,2,Notebook,Informática,Sul,57,4439.94,04/11/2023,4,Cartão de Crédito,1166.95
USER0270,1,Switch,Redes,Nordeste,21,1564.83,15/04/2023,4,Transferência Bancária,0.0
USER0271,5,Access Point,Redes,Sul,39,2558.74,11/01/2023,7,Boleto,0.0
USER0272,2,Smartwatch,Eletrônicos,Centro-Oeste,62,3821.34,10/08/2023,7,Cartão de Crédito,0.0
USER0273,4,Notebook,Informática,Norte,41,1152.38,20/09/2023,1,Cartão de Crédito,0.0
USER0274,2,Placa Controladora,Robótica,Nordeste,33,716.9,26/08/2023,7,Dinheiro,118.12
USER0275,1,Tablet,Eletrônicos,Centro-Oeste,28,1732.03,12/11/2023,2,Transferência Bancária,0.0
USER0276,1,Notebook,Informática,Sudeste,53,4014.52,18/05/2023,7,Transferência Bancária,551.22
USER0277,1,Atuador,Automação,Centro-Oeste,18,1886.18,07/09/2023,2,Dinheiro,0.0
USER0278,3,Smartwatch,Eletrônicos,Sudeste,37,3864.75,12/11/2023,3,Boleto,419.31
USER0279,1,Sensor de Movimento,Robótica,Sul,60,1620.77,21/05/2023,7,Dinheiro,0.0
USER0280,4,Televisão,Eletrônicos,Sul,60,1261.43,11/10/2023,1,Transferência Bancária,0.0
USER0281,4,Drone,Eletrônicos,Sul,53,1941.75,12/03/2023,2,Cartão de Crédito,0.0
USER0282,4,Braço Robótico,Robótica,Norte,66,2283.49,14/02/2023,2,Boleto,0.0
USER0283,1,Notebook,Informática,Centro-Oeste,42,1553.27,06/06/2023,6,Boleto,0.0
USER0284,3,Atuador,Automação,Sudeste,47,4123.27,07/01/2023,3,Cartão de Crédito,179.19
USER0285,2,Modem,Redes,Sul,38,531.19,08/12/2023,3,Pix,68.56
USER0286,1,Switch,Redes,Norte,30,3959.51,30/10/2023,1,Cartão de Crédito,244.21
USER0287,3,Access Point,Redes,Nordeste,49,4608.63,21/12/2023,6,Dinheiro,0.0
USER0288,1,Sensor,Automação,Centro-Oeste,51,2303.37,12/05/2023,7,Boleto,0.0
USER0289,5,Drone,Eletrônicos,Centro-Oeste,46,4857.73,22/07/2023,8,Dinheiro,0.0
USER0290,1,Notebook,Informática,Centro-Oeste,53,2186.19,17/10/2023,5,Transferência Bancária,0.0
USER0291,2,Impressora,Informática,Norte,69,284.83,06/10/2023,9,Boleto,0.0
USER0292,2,Drone,Eletrônicos,Nordeste,19,2465.76,18/10/2023,8,Pix,0.0
USER0293,1,Notebook,Informática,Centro-Oeste,65,4168.54,19/09/2023,9,Dinheiro,0.0
USER0294,5,Sensor,Automação,Nordeste,52,1508.58,28/07/2023,4,Dinheiro,0.0
USER0295,5,Switch,Redes,Centro-Oeste,59,4845.52,02/09/2023,8,Boleto,0.0
USER0296,5,Sensor,Automação,Centro-Oeste,60,1099.01,06/07/2023,2,Dinheiro,0.0
USER0297,4,Monitor,Informática,Sul,21,3242.95,05/09/2023,5,Boleto,0.0
USER0298,5,Atuador,Automação,Sudeste,27,752.57,27/08/2023,7,Cartão de Crédito,0.0
USER0299,5,Desktop,Informática,Centro-Oeste,65,3500.16,31/05/2023,9,Dinheiro,0.0
USER0300,4,Controle de Acesso,Segurança,Centro-Oeste,62,4484.3,27/02/2023,4,Dinheiro,876.43
USER0301,4,Placa Controladora,Robótica,Centro-Oeste,23,1918.77,18/10/2023,6,Transferência Bancária,0.0
USER0302,1,Fechadura Digital,Segurança,Sudeste,67,2147.68,21/11/2023,1,Boleto,91.97
USER0303,4,Impressora,Informática,Norte,27,3223.56,01/07/2023,8,Dinheiro,30.55
USER0304,4,Televisão,Eletrônicos,Sudeste,54,2296.08,27/07/2023,8,Boleto,327.79
USER0305,3,Televisão,Eletrônicos,Sul,50,646.03,24/04/2023,8,Pix,96.31
USER0306,3,Atuador,Automação,Norte,23,3871.67,29/01/2023,7,Transferência Bancária,0.0
USER0307,2,Switch,Redes,Centro-Oeste,66,969.25,18/02/2023,6,Dinheiro,23.29
USER0308,3,Motor de Passo,Robótica,Centro-Oeste,59,465.37,31/01/2023,9,Pix,108.59
USER0309,3,Impressora,Informática,Sudeste,63,2012.1,29/11/2023,3,Pix,0.0
USER0310,5,Controle de Acesso,Segurança,Norte,38,3484.71,04/06/2023,6,Dinheiro,458.87
USER0311,1,Modem,Redes,Nordeste,54,999.92,27/02/2023,3,Transferência Bancária,175.14
USER0312,1,Controle de Acesso,Segurança,Sudeste,28,3412.46,25/07/2023,3,Boleto,0.0
USER0313,4,Drone,Eletrônicos,Sudeste,55,4232.98,22/08/2023,1,Pix,0.0
USER0314,4,Teclado,Informática,Sudeste,55,417.3,29/10/2023,3,Boleto,0.0
USER0315,4,Smartphone,Eletrônicos,Nordeste,42,428.79,18/01/2023,5,Pix,0.0
USER0316,5,Access Point,Redes,Sul,22,2830.03,18/03/2023,3,Boleto,673.74
USER0317,4,Sensor de Movimento,Robótica,Sudeste,34,2964.26,01/07/2023,1,Dinheiro,542.85
USER0318,3,Detector de Fumaça,Segurança,Sul,29,2054.87,16/02/2023,9,Boleto,0.0
USER0319,3,Monitor,Informática,Norte,50,1353.96,28/10/2023,2,Dinheiro,246.36
USER0320,4,Teclado,Informática,Nordeste,23,1699.51,02/08/2023,7,Transferência Bancária,284.46
USER0321,3,Impressora,Informática,Centro-Oeste,43,4292.23,25/01/2023,6,Transferência Bancária,0.0
USER0322,4,Monitor,Informática,Norte,66,4311.8,26/05/2023,2,Dinheiro,0.0
USER0323,1,Alarme,Segurança,Sudeste,28,1543.44,23/11/2023,6,Boleto,0.0
USER0324,4,CLP,Automação,Sul,28,3355.94,08/01/2023,9,Cartão de Crédito,0.0
USER0325,3,Alarme,Segurança,Sul,52,3859.06,23/12/2023,6,Dinheiro,601.33
USER0326,3,Access Point,Redes,Nordeste,38,3571.45,10/07/2023,3,Pix,0.0
USER0327,2,Desktop,Informática,Sul,19,4403.89,06/10/2023,9,Boleto,0.0
USER0328,4,Access Point,Redes,Norte,62,1270.49,19/06/2023,7,Boleto,0.0
USER0329,5,Atuador,Automação,Nordeste,28,4502.44,06/04/2023,6,Pix,671.42
USER0330,4,Controle de Acesso,Segurança,Sudeste,51,437.99,23/10/2023,3,Pix,0.0
USER0331,5,Placa Controladora,Robótica,Sudeste,43,4720.68,05/10/2023,4,Boleto,0.0
USER0332,5,Kit de Montagem,Robótica,Sul,34,3497.6,04/02/2023,7,Cartão de Crédito,105.15
USER0333,2,Braço Robótico,Robótica,Sul,39,3420.88,27/04/2023,9,Boleto,329.57
USER0334,2,Drone,Eletrônicos,Nordeste,69,2604.76,09/06/2023,7,Boleto,0.0
USER0335,2,Repetidor,Redes,Nordeste,25,830.71,08/09/2023,7,Boleto,7.62
USER0336,3,Smartphone,Eletrônicos,Sudeste,18,4615.48,12/12/2023,6,Transferência Bancária,518.35
USER0337,2,Notebook,Informática,Nordeste,42,4049.22,06/09/2023,7,Dinheiro,1012.99
USER0338,1,Atuador,Automação,Sudeste,18,1507.59,27/08/2023,7,Dinheiro,256.47
USER0339,2,Desktop,Informática,Sudeste,60,4110.36,22/10/2023,9,Transferência Bancária,0.0
USER0340,4,Televisão,Eletrônicos,Sudeste,48,4150.96,10/09/2023,4,Dinheiro,562.62
USER0341,1,Impressora,Informática,Sul,48,1130.06,23/12/2023,8,Boleto,219.55
USER0342,4,Switch,Redes,Sudeste,59,3762.91,05/10/2023,2,Cartão de Crédito,0.0
USER0343,2,Roteador,Redes,Norte,32,352.28,19/10/2023,5,Cartão de Crédito,0.0
USER0344,4,Monitor,Informática,Nordeste,40,2004.89,13/05/2023,2,Pix,0.0
USER0345,4,Servo Motor,Automação,Norte,54,3723.39,17/12/2023,2,Pix,0.0
USER0346,2,Controlador,Automação,Nordeste,37,2149.22,15/07/2023,2,Boleto,478.98
USER0347,5,Controlador,Automação,Sul,47,4179.77,29/05/2023,7,Transferência Bancária,408.3
USER0348,3,Tablet,Eletrônicos,Sudeste,48,1480.13,28/03/2023,3,Dinheiro,0.0
USER0349,5,Sensor,Automação,Centro-Oeste,62,4933.21,03/01/2023,7,Pix,1099.32
USER0350,2,CLP,Automação,Sul,36,1297.92,07/03/2023,9,Boleto,172.79
USER0351,4,CLP,Automação,Sudeste,62,3345.92,17/08/2023,8,Transferência Bancária,0.0
USER0352,5,Tablet,Eletrônicos,Nordeste,53,1992.28,11/08/2023,9,Transferência Bancária,0.0
USER0353,4,Repetidor,Redes,Sudeste,43,909.04,06/06/2023,1,Boleto,0.0
USER0354,1,Sensor de Movimento,Robótica,Sul,65,2124.12,24/06/2023,3,Cartão de Crédito,0.0
USER0355,3,Sensor de Movimento,Robótica,Nordeste,18,4502.29,02/06/2023,9,Dinheiro,924.5
USER0356,4,Sensor de Movimento,Robótica,Sul,45,3346.26,01/12/2023,8,Boleto,582.02
USER0357,3,Smartphone,Eletrônicos,Norte,38,3757.19,21/06/2023,4,Dinheiro,0.0
USER0358,3,Switch,Redes,Nordeste,59,734.74,10/11/2023,5,Dinheiro,0.0
USER0359,1,Controlador,Automação,Sul,58,2555.41,17/10/2023,4,Dinheiro,181.77
USER0360,4,Modem,Redes,Nordeste,46,2379.74,04/08/2023,2,Cartão de Crédito,110.69
USER0361,5,Impressora,Informática,Centro-Oeste,32,91.82,12/05/2023,1,Cartão de Crédito,0.0
USER0362,1,Câmera,Segurança,Sudeste,41,1391.36,03/07/2023,2,Dinheiro,0.0
USER0363,1,Detector de Fumaça,Segurança,Sul,47,4133.71,10/07/2023,7,Dinheiro,0.0
USER0364,2,Alarme,Segurança,Sudeste,56,1451.15,27/01/2023,9,Dinheiro,0.0
USER0365,2,Roteador,Redes,Nordeste,48,1022.18,03/11/2023,5,Cartão de Crédito,0.0
USER0366,5,Smartphone,Eletrônicos,Sudeste,26,4042.13,21/08/2023,8,Boleto,0.0
USER0367,4,CLP,Automação,Sul,68,2231.48,25/02/2023,5,Transferência Bancária,0.0
USER0368,2,Servo Motor,Automação,Nordeste,59,1523.36,23/04/2023,5,Cartão de Crédito,143.04
USER0369,1,Fechadura Digital,Segurança,Sul,25,4825.72,14/02/2023,4,Dinheiro,296.57
USER0370,4,Roteador,Redes,Sul,54,2478.78,22/10/2023,7,Boleto,274.53
USER0371,1,Desktop,Informática,Sul,37,1991.03,10/05/2023,6,Transferência Bancária,268.66
USER0372,2,Alarme,Segurança,Sudeste,69,4065.37,17/09/2023,4,Boleto,817.09
USER0373,3,Drone,Eletrônicos,Sudeste,35,1292.71,28/05/2023,5,Transferência Bancária,0.0
USER0374,1,Televisão,Eletrônicos,Nordeste,59,260.33,04/03/2023,8,Transferência Bancária,69.67
USER0375,1,Desktop,Informática,Centro-Oeste,46,2373.68,29/07/2023,3,Transferência Bancária,19.2
USER0376,3,Desktop,Informática,Sudeste,46,2800.51,03/03/2023,4,Pix,833.38
USER0377,4,Controle de Acesso,Segurança,Nordeste,58,2630.26,05/07/2023,4,Boleto,733.24
USER0378,5,Atuador,Automação,Sudeste,51,2416.16,28/05/2023,6,Dinheiro,0.0
USER0379,5,Monitor,Informática,Norte,48,198.07,26/02/2023,5,Dinheiro,0.0
USER0380,2,Servo Motor,Automação,Centro-Oeste,29,698.04,27/06/2023,8,Cartão de Crédito,114.32
USER0381,5,Fechadura Digital,Segurança,Centro-Oeste,59,903.24,14/08/2023,5,Boleto,0.0
USER0382,2,Notebook,Informática,Sul,56,2080.54,24/12/2023,2,Cartão de Crédito,0.0
USER0383,2,Desktop,Informática,Nordeste,43,4964.87,09/03/2023,2,Dinheiro,991.04
USER0384,1,Fechadura Digital,Segurança,Norte,67,1985.95,07/09/2023,2,Transferência Bancária,386.68
USER0385,2,Desktop,Informática,Sul,26,4045.28,02/11/2023,3,Cartão de Crédito,475.36
USER0386,5,Detector de Fumaça,Segurança,Centro-Oeste,54,4376.49,23/11/2023,8,Dinheiro,0.0
USER0387,2,Smartphone,Eletrônicos,Sudeste,30,2594.25,13/03/2023,9,Pix,335.96
USER0388,3,Switch,Redes,Sudeste,56,1409.02,04/06/2023,5,Dinheiro,0.0
USER0389,1,Sensor de Movimento,Robótica,Sudeste,59,2269.23,08/11/2023,4,Dinheiro,102.53
USER0390,1,Sensor,Automação,Norte,43,3578.53,05/11/2023,6,Dinheiro,0.0
USER0391,5,Desktop,Informática,Norte,54,2503.62,04/07/2023,2,Cartão de Crédito,536.46
USER0392,2,Notebook,Informática,Centro-Oeste,57,1062.5,07/01/2023,7,Cartão de Crédito,0.0
USER0393,1,Smartwatch,Eletrônicos,Sul,69,4212.46,30/09/2023,3,Pix,223.97
USER0394,5,Fechadura Digital,Segurança,Centro-Oeste,56,3599.89,20/04/2023,6,Transferência Bancária,0.0
USER0395,4,Desktop,Informática,Nordeste,54,1399.37,25/02/2023,3,Cartão de Crédito,14.54
USER0396,4,Controle de Acesso,Segurança,Norte,50,2229.78,17/12/2023,8,Transferência Bancária,194.8
USER0397,5,Repetidor,Redes,Nordeste,47,1201.99,19/06/2023,8,Pix,0.0
USER0398,2,Servo Motor,Automação,Nordeste,36,3866.8,27/10/2023,5,Boleto,269.96
USER0399,5,Smartphone,Eletrônicos,Centro-Oeste,37,2343.72,04/10/2023,2,Cartão de Crédito,0.0
USER0400,4,Sensor de Movimento,Robótica,Sul,43,3694.31,07/07/2023,8,Dinheiro,142.59
USER0401,1,Controle de Acesso,Segurança,Centro-Oeste,44,3331.39,24/02/2023,5,Boleto,997.83
USER0402,3,Monitor,Informática,Norte,30,2798.71,01/04/2023,9,Cartão de Crédito,0.0
USER0403,4,Detector de Fumaça,Segurança,Centro-Oeste,52,4836.67,03/06/2023,1,Dinheiro,0.0
USER0404,5,Controle de Acesso,Segurança,Sudeste,42,2118.03,24/12/2023,9,Cartão de Crédito,0.0
USER0405,5,Teclado,Informática,Sudeste,59,938.57,04/04/2023,2,Boleto,63.27
USER0406,1,Placa Controladora,Robótica,Sudeste,64,1902.96,05/01/2023,4,Dinheiro,0.0
USER0407,3,Controle de Acesso,Segurança,Nordeste,69,3103.97,02/09/2023,5,Cartão de Crédito,376.0
USER0408,5,Repetidor,Redes,Sudeste,27,2276.86,11/05/2023,8,Dinheiro,268.73
USER0409,5,Access Point,Redes,Sul,40,121.13,11/02/2023,6,Pix,11.44
USER0410,5,Notebook,Informática,Sudeste,20,928.65,12/09/2023,2,Boleto,0.0
USER0411,1,Switch,Redes,Centro-Oeste,58,2259.9,21/01/2023,9,Boleto,89.64
USER0412,4,Kit de Montagem,Robótica,Centro-Oeste,69,4367.26,06/12/2023,9,Dinheiro,823.05
USER0413,4,Monitor,Informática,Sul,31,3962.83,01/06/2023,9,Dinheiro,685.15
USER0414,1,Roteador,Redes,Norte,49,2772.45,04/11/2023,8,Dinheiro,0.0
USER0415,2,Teclado,Informática,Sudeste,61,1916.96,01/06/2023,7,Cartão de Crédito,515.0
USER0416,4,Drone,Eletrônicos,Norte,38,369.28,16/03/2023,6,Pix,99.52
USER0417,1,Repetidor,Redes,Centro-Oeste,44,3536.6,28/08/2023,1,Cartão de Crédito,157.08
USER0418,4,Alarme,Segurança,Nordeste,42,3178.18,12/09/2023,7,Transferência Bancária,726.3
USER0419,4,Smartphone,Eletrônicos,Sul,30,81.59,01/02/2023,3,Boleto,0.0
USER0420,4,Modem,Redes,Nordeste,30,145.15,19/05/2023,7,Pix,35.81
USER0421,1,Notebook,Informática,Sudeste,36,3799.34,27/11/2023,7,Pix,0.0
USER0422,4,Roteador,Redes,Nordeste,57,135.29,26/04/2023,9,Cartão de Crédito,32.9
USER0423,3,Televisão,Eletrônicos,Centro-Oeste,27,681.32,09/12/2023,9,Boleto,32.25
USER0424,2,Atuador,Automação,Nordeste,62,1292.86,09/10/2023,4,Boleto,44.22
USER0425,3,Servo Motor,Automação,Norte,33,1992.33,26/05/2023,6,Boleto,0.0
USER0426,5,Teclado,Informática,Sudeste,63,3952.97,02/11/2023,4,Dinheiro,0.0
USER0427,2,Placa Controladora,Robótica,Nordeste,54,4434.89,15/01/2023,8,Transferência Bancária,0.0
USER0428,4,Smartphone,Eletrônicos,Centro-Oeste,21,960.34,09/11/2023,5,Dinheiro,154.15
USER0429,3,Teclado,Informática,Sudeste,62,1017.56,21/08/2023,1,Dinheiro,152.41
USER0430,4,Access Point,Redes,Nordeste,41,522.73,15/05/2023,7,Dinheiro,96.03
USER0431,4,Monitor,Informática,Norte,61,1346.57,02/01/2023,3,Dinheiro,76.18
USER0432,2,Kit de Montagem,Robótica,Nordeste,61,1711.79,15/04/2023,7,Cartão de Crédito,0.0
USER0433,3,Controle de Acesso,Segurança,Sul,49,537.26,06/08/2023,9,Transferência Bancária,0.0
USER0434,3,Notebook,Informática,Centro-Oeste,29,1550.26,23/11/2023,7,Transferência Bancária,0.0
USER0435,2,Modem,Redes,Norte,29,3128.64,21/09/2023,5,Pix,0.0
USER0436,1,Drone,Eletrônicos,Nordeste,19,4296.49,30/01/2023,8,Pix,0.0
USER0437,3,Access Point,Redes,Sul,39,4356.39,29/05/2023,5,Pix,692.23
USER0438,5,Smartwatch,Eletrônicos,Sudeste,66,826.55,25/04/2023,8,Cartão de Crédito,0.0
USER0439,5,Switch,Redes,Sul,29,629.49,06/03/2023,9,Dinheiro,0.0
USER0440,4,Motor de Passo,Robótica,Centro-Oeste,48,4584.11,03/10/2023,6,Cartão de Crédito,599.23
USER0441,4,Braço Robótico,Robótica,Nordeste,51,3464.1,22/05/2023,7,Transferência Bancária,0.0
USER0442,2,Televisão,Eletrônicos,Nordeste,28,1902.77,01/11/2023,1,Pix,215.06
USER0443,5,Repetidor,Redes,Sudeste,54,2192.14,20/11/2023,6,Pix,0.0
USER0444,1,Access Point,Redes,Sudeste,66,931.42,02/10/2023,8,Transferência Bancária,94.81
USER0445,5,Notebook,Informática,Norte,46,1907.82,13/12/2023,9,Boleto,0.0
USER0446,3,Monitor,Informática,Sul,19,2652.16,20/12/2023,6,Cartão de Crédito,209.51
USER0447,4,Detector de Fumaça,Segurança,Sudeste,59,1167.79,11/05/2023,8,Boleto,7.47
USER0448,2,Kit de Montagem,Robótica,Centro-Oeste,59,2685.41,05/10/2023,6,Dinheiro,0.0
USER0449,1,Alarme,Segurança,Norte,55,1948.98,09/09/2023,9,Dinheiro,0.0
USER0450,5,Servo Motor,Automação,Centro-Oeste,30,4637.32,23/05/2023,3,Boleto,472.52
USER0451,5,Atuador,Automação,Norte,32,4289.05,25/05/2023,8,Transferência Bancária,0.0
USER0452,4,CLP,Automação,Centro-Oeste,37,3710.11,04/03/2023,9,Cartão de Crédito,888.11
USER0453,3,Detector de Fumaça,Segurança,Nordeste,53,868.09,23/07/2023,4,Dinheiro,0.0
USER0454,3,Placa Controladora,Robótica,Nordeste,37,3723.98,15/04/2023,4,Dinheiro,0.0
USER0455,5,Controlador,Automação,Nordeste,56,4279.94,19/04/2023,6,Cartão de Crédito,0.0
USER0456,1,Notebook,Informática,Nordeste,69,1238.1,03/10/2023,5,Boleto,164.1
USER0457,3,Roteador,Redes,Nordeste,26,1847.09,16/09/2023,3,Pix,0.0
USER0458,3,Access Point,Redes,Norte,45,936.29,12/10/2023,9,Dinheiro,0.0
USER0459,1,Impressora,Informática,Norte,35,4411.11,08/12/2023,7,Dinheiro,0.0
USER0460,2,Impressora,Informática,Sul,62,4233.6,23/12/2023,2,Dinheiro,0.0
USER0461,4,Kit de Montagem,Robótica,Centro-Oeste,40,4872.68,02/05/2023,4,Cartão de Crédito,150.15
USER0462,4,Alarme,Segurança,Sul,61,417.76,26/07/2023,2,Boleto,123.43
USER0463,1,Tablet,Eletrônicos,Sudeste,69,983.21,29/08/2023,6,Dinheiro,0.0
USER0464,5,Controle de Acesso,Segurança,Centro-Oeste,41,339.82,27/06/2023,3,Dinheiro,0.0
USER0465,1,Modem,Redes,Nordeste,18,1803.0,05/10/2023,1,Dinheiro,0.0
USER0466,4,Motor de Passo,Robótica,Nordeste,50,535.89,17/02/2023,8,Cartão de Crédito,92.67
USER0467,1,Motor de Passo,Robótica,Sul,37,1882.23,01/08/2023,7,Dinheiro,94.81
USER0468,3,Braço Robótico,Robótica,Centro-Oeste,39,202.27,31/07/2023,1,Pix,0.0
USER0469,5,Tablet,Eletrônicos,Norte,68,2524.53,28/02/2023,5,Boleto,0.0
USER0470,3,Desktop,Informática,Nordeste,31,4831.71,19/01/2023,6,Boleto,1432.78
USER0471,2,Detector de Fumaça,Segurança,Nordeste,63,1847.15,21/04/2023,1,Cartão de Crédito,0.0
USER0472,3,Notebook,Informática,Norte,24,2054.0,28/06/2023,2,Pix,0.0
USER0473,2,Desktop,Informática,Sul,58,773.49,14/02/2023,1,Dinheiro,0.0
USER0474,2,Câmera,Segurança,Sudeste,25,3870.29,16/03/2023,3,Boleto,0.0
USER0475,3,Tablet,Eletrônicos,Centro-Oeste,52,1789.32,15/07/2023,1,Pix,182.01
USER0476,2,Desktop,Informática,Norte,22,2190.88,15/10/2023,6,Dinheiro,0.0
USER0477,4,Desktop,Informática,Norte,54,2686.94,21/05/2023,4,Cartão de Crédito,0.0
USER0478,3,CLP,Automação,Nordeste,61,3206.8,27/12/2023,7,Dinheiro,0.0
USER0479,5,Roteador,Redes,Nordeste,63,4946.21,14/02/2023,7,Cartão de Crédito,123.9
USER0480,2,Switch,Redes,Sul,39,3458.41,02/04/2023,9,Boleto,0.0
USER0481,5,Modem,Redes,Nordeste,41,1069.0,07/05/2023,6,Boleto,0.0
USER0482,1,Atuador,Automação,Sudeste,56,889.73,28/11/2023,6,Pix,0.0
USER0483,2,Tablet,Eletrônicos,Norte,64,2178.25,05/01/2023,8,Transferência Bancária,0.0
USER0484,5,Câmera,Segurança,Norte,28,1439.61,05/04/2023,3,Transferência Bancária,0.0
USER0485,4,Braço Robótico,Robótica,Nordeste,21,337.88,25/05/2023,1,Pix,53.87
USER0486,5,Tablet,Eletrônicos,Sudeste,69,3464.39,03/09/2023,5,Pix,0.0
USER0487,3,Detector de Fumaça,Segurança,Centro-Oeste,44,2916.74,16/06/2023,4,Pix,0.0
USER0488,3,Switch,Redes,Sudeste,38,4731.86,30/11/2023,8,Boleto,0.0
USER0489,4,Controlador,Automação,Centro-Oeste,28,2567.5,31/12/2023,8,Cartão de Crédito,0.0
USER0490,4,Motor de Passo,Robótica,Sul,49,122.36,19/11/2023,1,Dinheiro,0.0
USER0491,3,Modem,Redes,Norte,44,1151.76,21/10/2023,7,Pix,0.0
USER0492,2,Kit de Montagem,Robótica,Centro-Oeste,27,4328.87,09/06/2023,4,Transferência Bancária,1042.02
USER0493,4,Câmera,Segurança,Sudeste,21,2035.61,19/08/2023,9,Cartão de Crédito,0.0
USER0494,2,Detector de Fumaça,Segurança,Sul,59,3168.56,06/03/2023,5,Boleto,0.0
USER0495,2,Notebook,Informática,Norte,27,3777.52,04/03/2023,4,Boleto,1016.38
USER0496,3,Câmera,Segurança,Sul,19,599.77,30/12/2023,6,Transferência Bancária,63.95
USER0497,1,Sensor,Automação,Sudeste,68,4212.41,29/12/2023,6,Dinheiro,1114.32
USER0498,2,Notebook,Informática,Sudeste,68,2171.25,24/11/2023,9,Transferência Bancária,0.0
USER0499,4,Monitor,Informática,Sul,62,2099.55,16/07/2023,7,Pix,0.0
USER0500,5,Fechadura Digital,Segurança,Norte,22,3543.67,28/01/2023,8,Dinheiro,933.48
USER0501,2,Tablet,Eletrônicos,Sudeste,43,476.05,29/11/2023,8,Cartão de Crédito,51.04
